year,donor,type_donor,amount_nominal,issue_area
2008,NA,public,3562999000,Health
2010,Uganda,public,1208.162576,Humanitarian Law and Action
2021,Monash University (MU),private,41500,Health
2020,Bosnia and Herzegovina,public,34254.64711,Peace
2016,Fondation Lumen Spei,private,50741.12487,Humanitarian Law and Action
2018,UN,public,627358,Humanitarian Law and Action
2018,Seychelles,public,570.6204116,Humanitarian Law and Action
2002,Luxembourg,public,87317.8358,Peace
2019,Cote d'Ivoire,public,43060,Health
2014,Algeria,public,100000,Humanitarian Law and Action
2016,Japan,public,14700000,Health
2005,Syria,public,105450.0685,"Labour, Economic Affairs, Science"
2016,KNCV Tuberculosis Foundation,private,203000,Health
2016,Holy See,public,9000,Humanitarian Law and Action
2014,Samoa,public,32008.91556,"Labour, Economic Affairs, Science"
2010,Venezuela,public,665216.9667,Peace
2020,Mauritania,public,5709.141771,Peace
2012,Barbados,public,31081.89966,"Labour, Economic Affairs, Science"
2014,Malaysia,public,24874.72043,"Labour, Economic Affairs, Science"
2005,Canada,public,8024465.598,"Labour, Economic Affairs, Science"
2006,Nepal,public,7426.952851,Peace
2019,Papua New Guinea,public,2866.846117,"Labour, Economic Affairs, Science"
2001,France,public,5732421.791,Humanitarian Law and Action
2004,Morocco,public,199932.2877,"Labour, Economic Affairs, Science"
2020,Education Cannot Wait,public,7943973,Humanitarian Law and Action
2014,Dominican Republic,public,6218.407228,"Labour, Economic Affairs, Science"
2002,NA,private,3356,Humanitarian Law and Action
2007,Nicaragua,public,5000,Humanitarian Law and Action
2018,Kenya,public,86120,Health
2016,Czech Republic,public,49058,Humanitarian Law and Action
2007,Peru,public,183452.3804,"Labour, Economic Affairs, Science"
2005,Mali,public,4325.023542,Peace
2018,UN,public,900000,Health
2002,Iran,public,10000,Humanitarian Law and Action
2004,Armenia,public,19367.97545,"Labour, Economic Affairs, Science"
2016,Chad,public,49599.44956,"Labour, Economic Affairs, Science"
2007,Mexico,public,3332217.007,"Labour, Economic Affairs, Science"
2016,Japan,public,24633993.53,Peace
2010,South Africa,public,85717,Humanitarian Law and Action
2015,Venezuela,public,763813.9157,"Labour, Economic Affairs, Science"
2014,Namibia,public,55482.12031,"Labour, Economic Affairs, Science"
2016,Jamaica,public,5557.167996,Humanitarian Law and Action
2003,Belize,public,2852.260905,"Labour, Economic Affairs, Science"
2009,Greece,public,833155.0478,"Labour, Economic Affairs, Science"
2016,United States,public,194786.5,Health
2017,Germany,public,107230270,Humanitarian Law and Action
2016,Lithuania,public,500,Health
2005,Open Society Foundation,private,106000,Health
2018,Burkina Faso,public,182000,Health
2006,Uruguay,public,59569.65904,"Labour, Economic Affairs, Science"
2014,Morocco,public,174274.1601,Peace
2013,Panama,public,23766.21527,Humanitarian Law and Action
2004,Lesotho,public,1745.078338,Peace
2009,Czech Republic,public,1198846.29,"Labour, Economic Affairs, Science"
2009,Morocco,public,16006.18302,Humanitarian Law and Action
2016,Palestine for Development Foundation,private,9658,"Labour, Economic Affairs, Science"
2020,Argentina,public,766262.4681,"Labour, Economic Affairs, Science"
2006,South Africa,public,47068,Humanitarian Law and Action
2019,UN,public,3650000,Health
2016,Wellcome Trust,private,758315.3369,Health
2000,Vanuatu,public,1057.317285,Peace
2021,World Bank,public,11650000,Health
2013,Colombia,public,66308.91657,Humanitarian Law and Action
2019,Global Fund,private,3000000,Health
2020,Iran,public,48545.3645,"Labour, Economic Affairs, Science"
2010,Equatorial Guinea,public,16948.19532,Peace
2021,Rockefeller Foundation,private,4000,Health
2002,Colombia,public,414043.4375,"Labour, Economic Affairs, Science"
2004,Singapore,public,1662650,Health
2017,European Union,public,700000,Health
2019,UN,public,1150000,Health
2004,Panama,public,148304.4578,"Labour, Economic Affairs, Science"
2013,NA,private,47351182,"Labour, Economic Affairs, Science"
2013,Indonesia,public,1670464.255,"Labour, Economic Affairs, Science"
2011,Thailand,public,491787.3007,Peace
2004,Mauritania,public,3299.5,Health
2019,Brunei Darussalam,public,110976.8308,"Labour, Economic Affairs, Science"
2020,Uruguay,public,30000,Humanitarian Law and Action
2008,NA,private,31736037,Humanitarian Law and Action
2020,Control Chemical (Pty) Ltd,private,1.5,Health
2011,NA,private,11670,Humanitarian Law and Action
2016,South Korea,public,3250000,Health
2007,Libya,public,16988.15195,"Labour, Economic Affairs, Science"
2006,UN,public,1972000,Humanitarian Law and Action
2001,Australia,public,6067853.154,Humanitarian Law and Action
2018,Germany,public,15802262.96,Peace
2013,Seychelles,public,3958.338728,Humanitarian Law and Action
2014,Mongolia,public,1520.491709,Humanitarian Law and Action
2016,Margaret A. Cargill Foundation,private,372500,Health
2007,Spain,public,11253250,Health
2015,NA,private,55,Humanitarian Law and Action
2008,Mexico,public,3631338.116,"Labour, Economic Affairs, Science"
2008,Zimbabwe,public,15285.8866,Peace
2013,Walk Free Foundation,private,44974,"Labour, Economic Affairs, Science"
2008,NA,private,7246,Humanitarian Law and Action
2016,Switzerland,public,2033386.428,Health
2018,Turkey,public,550000,Health
2006,Philippines,public,420402,Health
2017,Myanmar,public,5496.134832,Humanitarian Law and Action
2012,Malawi,public,31081.89966,"Labour, Economic Affairs, Science"
2001,Bolivia,public,8316.812132,Peace
2019,Dominican Republic,public,221084,Health
2018,Benin,public,14350,Health
2015,Madagascar,public,1479.66346,"Labour, Economic Affairs, Science"
2014,Saudi Arabia,public,92295902,Humanitarian Law and Action
2005,European Union,public,86129723,Humanitarian Law and Action
2017,FIA Foundation for the Automobile and Society,private,31000,Health
2017,Slovakia,public,715285,Health
2006,El Salvador,public,337.3628118,Humanitarian Law and Action
2011,Rwanda,public,350000,Health
2008,New Zealand,public,489149.4159,Peace
2020,Global Fund,private,295946,"Labour, Economic Affairs, Science"
2006,Turkey,public,1102028.723,"Labour, Economic Affairs, Science"
2007,Portugal,public,65000,Humanitarian Law and Action
2020,South Korea,public,4150000,Health
2018,Kantonale St. Gallische Winkelriedstiftung,private,15339.25838,Humanitarian Law and Action
2006,South Korea,public,250000,Health
2013,Cambodia,public,11712.10827,"Labour, Economic Affairs, Science"
2005,Ethiopia,public,11398.37951,"Labour, Economic Affairs, Science"
2005,Guatemala,public,10410.56814,Humanitarian Law and Action
2017,UN,public,23500,Health
2008,Denmark,public,278552.1055,Humanitarian Law and Action
2014,Germany,public,1243763.31,"Labour, Economic Affairs, Science"
2008,Denmark,public,2752319,Humanitarian Law and Action
2007,Guyana,public,2176.820471,Peace
2017,Australia,public,2797417.873,"Labour, Economic Affairs, Science"
2011,Netherlands,public,88407000,Health
2012,Uruguay,public,95317.82562,"Labour, Economic Affairs, Science"
2008,Ukraine,public,11204.05506,Humanitarian Law and Action
2011,Qatar,public,446343.754,"Labour, Economic Affairs, Science"
2001,Tonga,public,1039.626645,Peace
2017,Ford Foundation,private,44000,Health
2021,United States,public,420000,Health
2018,Zimbabwe,public,2207.830589,Humanitarian Law and Action
2017,Malta,public,41104.95305,Peace
2012,Solomon Islands,public,31081.89966,"Labour, Economic Affairs, Science"
2007,Botswana,public,30474.72501,Peace
2008,Eswatini (formerly known as Swaziland),public,7287.483035,"Labour, Economic Affairs, Science"
2012,Malta,public,41436.59215,Peace
2017,Belize,public,2569.065932,Peace
2017,Panama,public,28096.09502,Humanitarian Law and Action
2017,Iran,public,49404.28073,Humanitarian Law and Action
2020,Benin,public,12631.87044,"Labour, Economic Affairs, Science"
2020,Tonga,public,31233.52452,"Labour, Economic Affairs, Science"
2005,Barbados,public,28496.35032,"Labour, Economic Affairs, Science"
2020,Islamic Development Bank,public,200767.924,Humanitarian Law and Action
2004,Sweden,public,9853143,Humanitarian Law and Action
2002,Algeria,public,37288.42486,Humanitarian Law and Action
2012,Colombia,public,65571.13057,Humanitarian Law and Action
2013,Rockefeller Foundation,private,147454.3293,Health
2012,Russian Federation,public,1500000,Humanitarian Law and Action
2012,Israel,public,924168.4832,"Labour, Economic Affairs, Science"
2018,Tanzania,public,24733.5769,Peace
2017,UBS Optimus Foundation,private,7000,Health
2015,Liechtenstein,public,104582,Humanitarian Law and Action
2012,Belgium,public,24294282.51,Humanitarian Law and Action
2015,Spain,public,350464,Humanitarian Law and Action
2015,Brazil,public,94721.32139,"Labour, Economic Affairs, Science"
2016,Nepal,public,26000,Health
2016,UN,public,1100000,Health
2003,Japan,public,260751,Humanitarian Law and Action
2003,Morocco,public,122655.3873,"Labour, Economic Affairs, Science"
2019,European Union,public,26250000,Health
2003,Hungary,public,159247.497,Peace
2016,Honduras,public,3935.481645,Humanitarian Law and Action
2015,Vietnam,public,39670,Humanitarian Law and Action
2007,New Zealand,public,3731495.227,Humanitarian Law and Action
2000,Mozambique,public,11244.38447,"Labour, Economic Affairs, Science"
2018,Nicaragua,public,2913.436475,"Labour, Economic Affairs, Science"
2012,Hungary,public,132485.9974,Humanitarian Law and Action
2012,Paraguay,public,87029.31905,"Labour, Economic Affairs, Science"
2019,Uzbekistan,public,10426.9075,Humanitarian Law and Action
2011,South Korea,public,749724.6752,Humanitarian Law and Action
2020,United Kingdom,public,30950000,Health
2015,Chile,public,70000,Humanitarian Law and Action
2001,South Korea,public,10000,Humanitarian Law and Action
2013,New Zealand,public,1065841.77,"Labour, Economic Affairs, Science"
2016,United States,public,1818282000,Health
2020,Barbados,public,19981.94532,Peace
2010,Saudi Arabia,public,2788542.783,"Labour, Economic Affairs, Science"
2019,Albania,public,38270,Health
2018,Montenegro,public,15556.05323,"Labour, Economic Affairs, Science"
2017,Denmark,public,2610789,Health
2007,Syria,public,34828.36595,Peace
2017,AXA SA,private,82520,"Labour, Economic Affairs, Science"
2008,Montenegro,public,1491.104156,Humanitarian Law and Action
2021,Germany,public,101300000,Health
2018,Finland,public,466098.7051,"Labour, Economic Affairs, Science"
2019,Nepal,public,19860.04339,Peace
2020,Hungary,public,588038.5497,Peace
2008,Slovakia,public,32314.95074,Humanitarian Law and Action
2004,Japan,public,82994140,Health
2020,Belarus,public,152000,Health
2005,Saudi Arabia,public,1020215.6,"Labour, Economic Affairs, Science"
2003,Dominica,public,2220.5,Health
2021,UN,public,700000,Health
2016,European Union,public,700000,Health
2015,El Salvador,public,62700,Humanitarian Law and Action
2013,Angola,public,26283.80662,Peace
2005,Malaysia,public,20000,Humanitarian Law and Action
2005,NA,private,473480,Health
2019,Democratic People's Republic of Korea,public,2866.846117,"Labour, Economic Affairs, Science"
2007,Bolivia,public,34585.28482,"Labour, Economic Affairs, Science"
2017,India,public,4532650.819,"Labour, Economic Affairs, Science"
2005,China,public,5855922.491,"Labour, Economic Affairs, Science"
2014,NA,NA,35489782.8,"Labour, Economic Affairs, Science"
2020,NA,private,14436,"Labour, Economic Affairs, Science"
2005,European Union,public,15042441.36,Humanitarian Law and Action
2006,Philippines,public,94128.21222,Humanitarian Law and Action
2018,Norway,public,12075000,Health
2013,Panama,public,6146.267575,"Labour, Economic Affairs, Science"
2002,Saint Lucia,public,2182.963096,Peace
2019,Italy,public,18014459,Health
2018,Burundi,public,4780,Health
2002,NA,private,620357.7939,Humanitarian Law and Action
2008,India,public,1226964.518,"Labour, Economic Affairs, Science"
2011,Venezuela,public,813920.9632,"Labour, Economic Affairs, Science"
2020,Italy,public,152000,Health
2014,NA,private,19500004,Humanitarian Law and Action
2017,Antigua and Barbuda,public,9290,Health
2017,Portugal,public,301020,Humanitarian Law and Action
2016,Singapore,public,9500,Health
2001,Kenya,public,29365,Health
2003,Sudan,public,10938.24606,"Labour, Economic Affairs, Science"
2017,Egypt,public,584665.0526,"Labour, Economic Affairs, Science"
2006,Rights & Democracy,private,173006,Humanitarian Law and Action
2018,Congo,public,28700,Health
2020,Mauritania,public,9570,Health
2013,UN,public,1110.147329,Humanitarian Law and Action
2020,Marshall Islands,public,11.71590007,Humanitarian Law and Action
2020,NA,private,19962,Humanitarian Law and Action
2011,United Kingdom,public,3175152.752,Humanitarian Law and Action
2017,Italy,public,1900000,Health
2020,Mozambique,public,439500,Health
2021,India,public,1450000,Health
2006,Turkmenistan,public,22330,Health
2015,Austria,public,4187917,Humanitarian Law and Action
2006,Kazakhstan,public,46418.34652,Peace
2004,Bangladesh,public,28534.87265,"Labour, Economic Affairs, Science"
2021,Japan,public,18550000,Health
2019,Poland,public,2156101.733,"Labour, Economic Affairs, Science"
2012,Cyprus,public,6075.607561,"Labour, Economic Affairs, Science"
2018,"Eli Lilly and Company Foundation, UK",private,24000,Health
2010,Dominican Republic,public,159814.9785,"Labour, Economic Affairs, Science"
2020,NA,private,2072830,Humanitarian Law and Action
2017,Poland,public,102828,Humanitarian Law and Action
2021,China,public,4950000,Health
2014,Philippines,public,3015237,Humanitarian Law and Action
2020,Mali,public,19140,Health
2020,Switzerland,public,19704013.76,Health
2017,India,public,3816,Humanitarian Law and Action
2011,Cambodia,public,6197.905054,Humanitarian Law and Action
2003,Morocco,public,165121.5,Health
2017,Cuba,public,5000,Health
2018,South Africa,public,19481,Humanitarian Law and Action
2018,Central African Republic,public,570.6204116,Humanitarian Law and Action
2011,Latvia,public,166368.2574,"Labour, Economic Affairs, Science"
2013,Botswana,public,8288.884286,Humanitarian Law and Action
2014,ABB Asea Brown Boveri Ltd.,private,545761.5611,Humanitarian Law and Action
2013,Haiti,public,7885.100729,Peace
2013,Solomon Islands,public,2628.401291,Peace
2010,UN,public,823150,Humanitarian Law and Action
2011,Cameroon,public,25883.54742,Peace
2012,Ethiopia,public,19499.65772,Peace
2019,Fondation Lumen Spei,private,100626.3993,Humanitarian Law and Action
2014,Mexico,public,501227.4178,Humanitarian Law and Action
2016,Qatar,public,696164,Humanitarian Law and Action
2015,France,public,1089906,Humanitarian Law and Action
2009,Costa Rica,public,14973,Humanitarian Law and Action
2020,Republic of Korea,public,28710,Health
2005,Bahrain,public,64875.7177,Peace
2015,Mozambique,public,1479.66346,"Labour, Economic Affairs, Science"
2017,Paul G. Allen Family Foundation,private,383000,Health
2020,Democratic Republic of the Congo,public,1516.676519,"Labour, Economic Affairs, Science"
2013,Uganda,public,1536.297179,"Labour, Economic Affairs, Science"
2004,Australia,public,13828000,Health
2006,Nicaragua,public,10040,Humanitarian Law and Action
2015,Maldives,public,486.2938898,Humanitarian Law and Action
